timestamp,altitude_ft,speed_knots,temperature_c,fuel_level_percent,engine_rpm,oil_pressure_psi,cabin_pressure_psi,heading_deg,pitch_deg,roll_deg,vertical_speed_fpm
2026-03-30 12:10:32,37967.49,430.44,-50.10,77.67,8067.85,57.59,11.09,186.36,-0.60,-3.41,452.19
2026-03-30 12:10:33,37976.90,431.42,-50.15,77.65,8069.59,57.76,11.10,187.08,-0.70,-3.48,564.20
2026-03-30 12:10:34,37984.75,431.03,-50.10,77.64,8089.01,57.74,11.09,187.95,-0.64,-3.54,471.31
2026-03-30 12:10:35,37990.69,430.52,-50.18,77.63,8104.11,57.92,11.09,187.43,-0.56,-3.55,356.06
2026-03-30 12:10:36,37998.32,428.74,-50.27,77.61,8097.17,58.10,11.07,188.33,-0.65,-3.68,458.07
2026-03-30 12:10:37,38006.07,426.81,-50.39,77.60,8085.68,57.89,11.05,188.47,-0.72,-3.75,464.72
2026-03-30 12:10:38,38015.28,427.94,-50.49,77.59,8082.27,57.71,11.06,187.22,-0.69,-3.87,552.81
2026-03-30 12:10:39,38023.30,427.35,-50.49,77.58,8072.11,57.70,11.08,187.28,-0.65,-3.68,481.23
2026-03-30 12:10:40,38032.78,429.15,-50.56,77.57,8087.08,57.49,11.09,188.06,-0.59,-3.69,569.03
2026-03-30 12:10:41,38041.33,429.32,-50.61,77.55,8073.86,57.64,11.09,188.78,-0.61,-3.83,512.65
2026-03-30 12:10:42,38051.25,429.98,-50.61,77.54,8054.70,57.89,11.08,188.06,-0.64,-3.70,595.36
2026-03-30 12:10:43,38061.60,429.22,-50.72,77.52,8056.49,57.85,11.10,188.37,-0.65,-3.60,620.69
2026-03-30 12:10:44,38071.05,427.58,-50.63,77.52,8065.68,57.75,11.10,187.32,-0.65,-3.63,567.37
2026-03-30 12:10:45,38080.38,426.66,-50.51,77.50,8083.91,58.00,11.12,188.39,-0.66,-3.81,559.63
2026-03-30 12:10:46,38089.63,426.13,-50.46,77.48,8077.62,57.76,11.11,188.65,-0.74,-3.91,555.17
2026-03-30 12:10:47,38098.53,426.36,-50.40,77.47,8083.96,57.60,11.12,189.19,-0.84,-3.85,533.73
2026-03-30 12:10:48,38106.88,425.22,-50.28,77.47,8069.75,57.77,11.11,189.69,-0.75,-4.01,501.42
2026-03-30 12:10:49,38116.85,425.14,-50.16,77.46,8059.85,57.68,11.12,188.73,-0.79,-4.00,597.79
2026-03-30 12:10:50,38125.42,425.93,-50.12,77.44,8053.85,57.55,11.11,189.64,-0.90,-4.13,514.14
2026-03-30 12:10:51,38134.77,425.72,-50.13,77.43,8045.79,57.56,11.12,190.75,-0.84,-4.11,561.27
2026-03-30 12:10:52,38142.58,426.09,-50.15,77.41,8054.86,57.43,11.14,191.59,-0.77,-3.96,468.24
2026-03-30 12:10:53,38151.71,427.33,-50.22,77.40,8052.15,57.26,11.12,191.82,-0.70,-4.09,547.99
2026-03-30 12:10:54,38161.13,425.85,-50.36,77.40,8058.59,57.22,11.14,190.40,-0.80,-4.00,565.29
2026-03-30 12:10:55,38172.43,426.01,-50.24,77.38,8048.69,57.36,11.13,190.37,-0.75,-4.09,678.28
2026-03-30 12:10:56,38182.74,426.27,-50.19,77.37,8036.63,57.14,11.12,191.01,-0.71,-3.93,618.33
2026-03-30 12:10:57,38194.62,424.77,-50.27,77.36,8041.21,57.15,11.12,190.78,-0.81,-3.91,712.80
2026-03-30 12:10:58,38204.79,424.11,-50.33,77.34,8047.18,57.34,11.13,189.42,-0.81,-3.86,610.40
2026-03-30 12:10:59,38215.28,423.99,-50.28,77.32,8048.34,57.29,11.14,189.18,-0.75,-3.87,629.17
2026-03-30 12:11:00,38227.66,422.20,-50.38,77.30,8050.14,57.11,11.14,189.38,-0.86,-3.99,742.56
2026-03-30 12:11:01,38238.60,422.38,-50.30,77.29,8058.21,57.17,11.13,187.93,-0.91,-3.81,656.58
2026-03-30 12:11:02,38249.19,422.83,-50.44,77.29,8044.07,57.33,11.14,189.11,-0.98,-3.77,635.23
2026-03-30 12:11:03,38258.67,423.17,-50.41,77.27,8044.31,57.24,11.12,189.23,-1.08,-3.94,568.81
2026-03-30 12:11:04,38268.91,423.20,-50.29,77.27,8060.66,57.22,11.13,187.93,-1.02,-3.87,614.38
2026-03-30 12:11:05,38279.52,422.96,-50.39,77.26,8051.10,57.10,11.13,188.27,-0.94,-3.99,636.88
2026-03-30 12:11:06,38291.56,422.86,-50.39,77.24,8036.53,57.09,11.12,187.22,-1.05,-4.10,722.39
2026-03-30 12:11:07,38305.21,424.54,-50.38,77.24,8052.35,57.02,11.12,186.37,-1.01,-3.96,818.90
2026-03-30 12:11:08,38319.60,425.42,-50.34,77.22,8066.73,56.85,11.13,185.26,-0.92,-4.09,863.41
2026-03-30 12:11:09,38333.79,426.06,-50.33,77.21,8067.60,56.74,11.11,183.85,-0.96,-4.14,851.32
2026-03-30 12:11:10,38346.57,425.52,-50.43,77.20,8048.99,56.96,11.11,184.72,-1.07,-4.31,766.93
2026-03-30 12:11:11,38358.10,427.18,-50.33,77.18,8044.77,57.08,11.09,185.65,-0.98,-4.51,691.66
2026-03-30 12:11:12,38370.65,427.72,-50.34,77.16,8025.81,57.06,11.08,186.37,-0.99,-4.55,753.47
2026-03-30 12:11:13,38385.14,428.97,-50.33,77.14,8028.03,56.81,11.10,184.94,-1.05,-4.67,869.17
2026-03-30 12:11:14,38401.42,428.06,-50.31,77.13,8013.01,57.04,11.11,185.73,-1.03,-4.49,976.82
2026-03-30 12:11:15,38416.78,427.22,-50.24,77.11,8004.71,56.93,11.09,184.64,-0.93,-4.42,921.56
2026-03-30 12:11:16,38431.01,428.37,-50.17,77.10,7991.41,57.12,11.08,186.01,-1.02,-4.45,853.77
2026-03-30 12:11:17,38445.45,427.35,-50.12,77.09,8008.80,57.02,11.08,187.10,-1.01,-4.40,866.67
2026-03-30 12:11:18,38461.43,426.63,-50.18,77.08,8005.33,57.00,11.06,186.05,-0.96,-4.43,958.32
2026-03-30 12:11:19,38476.44,425.65,-50.25,77.08,8011.63,57.03,11.08,184.66,-0.97,-4.40,900.64
2026-03-30 12:11:20,38490.84,425.25,-50.24,77.07,8015.20,57.12,11.10,184.45,-0.91,-4.55,864.46
2026-03-30 12:11:21,38504.90,424.05,-50.15,77.05,8030.95,57.26,11.09,184.64,-1.01,-4.52,843.54
2026-03-30 12:11:22,38518.93,423.57,-50.18,77.04,8012.88,57.21,11.09,183.21,-0.89,-4.51,841.68
2026-03-30 12:11:23,38533.79,422.77,-50.24,77.03,8009.09,57.11,11.11,183.94,-0.86,-4.55,891.35
2026-03-30 12:11:24,38546.86,422.76,-50.18,77.02,8003.51,57.31,11.10,184.68,-0.89,-4.69,784.62
2026-03-30 12:11:25,38560.39,423.69,-50.20,77.01,8019.95,57.54,11.11,185.67,-0.91,-4.50,811.26
2026-03-30 12:11:26,38575.53,422.66,-50.29,77.00,8024.78,57.54,11.11,184.46,-0.83,-4.68,908.79
2026-03-30 12:11:27,38589.51,424.49,-50.25,76.98,8041.80,57.37,11.11,183.51,-0.81,-4.85,838.41
2026-03-30 12:11:28,38602.39,425.86,-50.24,76.98,8029.02,57.27,11.10,182.47,-0.92,-4.78,772.94
2026-03-30 12:11:29,38616.69,425.84,-50.20,76.97,8039.20,57.47,11.11,183.29,-0.96,-4.72,858.17
2026-03-30 12:11:30,38629.09,424.76,-50.33,76.96,8021.36,57.67,11.12,183.96,-0.90,-4.76,744.18
2026-03-30 12:11:31,38643.07,423.83,-50.38,76.95,8023.46,57.51,11.13,182.97,-0.79,-4.75,838.32
2026-03-30 12:11:32,38655.92,424.04,-50.52,76.93,8036.16,57.66,11.12,184.01,-0.86,-4.87,771.12
2026-03-30 12:11:33,38670.05,422.45,-50.56,76.93,8036.05,57.76,11.13,184.71,-0.75,-5.01,847.76
2026-03-30 12:11:34,38685.58,421.17,-50.67,76.91,8030.70,57.82,11.12,183.33,-0.80,-4.90,931.79
2026-03-30 12:11:35,38701.47,420.78,-50.73,76.91,8027.79,58.00,11.13,183.40,-0.70,-4.97,953.68
2026-03-30 12:11:36,38715.47,420.59,-50.62,76.89,8028.53,57.77,11.13,182.47,-0.72,-4.96,840.09
2026-03-30 12:11:37,38729.54,422.20,-50.48,76.88,8011.25,57.81,11.14,182.75,-0.77,-5.16,843.83
2026-03-30 12:11:38,38742.09,423.06,-50.46,76.87,7996.80,57.95,11.16,181.26,-0.82,-5.00,753.41
2026-03-30 12:11:39,38753.41,423.90,-50.60,76.85,7999.17,57.75,11.15,181.15,-0.84,-5.03,679.12
2026-03-30 12:11:40,38766.50,424.53,-50.57,76.84,8018.91,57.85,11.15,180.65,-0.86,-5.20,785.14
2026-03-30 12:11:41,38779.50,422.63,-50.47,76.83,8006.50,58.01,11.14,180.33,-0.88,-5.23,780.05
2026-03-30 12:11:42,38793.93,421.06,-50.45,76.82,8010.36,57.80,11.15,179.49,-0.84,-5.33,865.77
2026-03-30 12:11:43,38808.34,421.01,-50.58,76.81,8026.87,57.61,11.17,179.90,-0.82,-5.34,864.69
2026-03-30 12:11:44,38821.20,422.15,-50.49,76.79,8044.92,57.80,11.17,180.44,-0.75,-5.31,771.38
2026-03-30 12:11:45,38832.38,420.82,-50.55,76.77,8054.08,57.79,11.17,180.32,-0.79,-5.20,671.22
2026-03-30 12:11:46,38843.33,421.34,-50.54,76.76,8048.14,57.72,11.18,180.33,-0.90,-5.31,656.55
2026-03-30 12:11:47,38853.82,422.36,-50.68,76.74,8035.10,57.65,11.19,179.86,-0.79,-5.13,629.73
2026-03-30 12:11:48,38865.88,420.84,-50.60,76.74,8016.53,57.56,11.20,179.41,-0.90,-5.19,723.36
2026-03-30 12:11:49,38877.06,422.27,-50.69,76.73,8016.66,57.44,11.21,179.33,-0.81,-5.10,670.84
2026-03-30 12:11:50,38888.39,421.90,-50.68,76.71,8030.48,57.24,11.20,178.91,-0.77,-5.25,680.05
2026-03-30 12:11:51,38898.55,422.32,-50.79,76.71,8049.73,57.16,11.18,179.34,-0.77,-5.31,609.40
2026-03-30 12:11:52,38909.05,422.27,-50.86,76.70,8051.84,56.95,11.20,179.51,-0.67,-5.39,630.03
2026-03-30 12:11:53,38920.20,421.35,-50.98,76.69,8043.40,56.70,11.18,181.00,-0.77,-5.57,669.06
2026-03-30 12:11:54,38932.67,420.98,-51.04,76.68,8039.77,56.75,11.17,179.87,-0.83,-5.47,747.95
2026-03-30 12:11:55,38944.79,421.41,-50.94,76.67,8055.33,56.67,11.15,178.85,-0.84,-5.63,727.41
2026-03-30 12:11:56,38957.39,421.86,-50.93,76.66,8055.28,56.42,11.15,179.59,-0.79,-5.61,755.76
2026-03-30 12:11:57,38968.50,423.68,-50.97,76.64,8064.75,56.27,11.17,179.38,-0.77,-5.54,666.98
2026-03-30 12:11:58,38979.31,424.32,-51.10,76.63,8071.49,56.19,11.17,180.44,-0.80,-5.64,648.67
2026-03-30 12:11:59,38988.69,424.88,-51.24,76.62,8084.39,56.14,11.17,180.10,-0.82,-5.70,562.39
2026-03-30 12:12:00,38996.40,423.77,-51.38,76.61,8090.84,56.30,11.17,180.45,-0.73,-5.76,462.99
2026-03-30 12:12:01,39000.00,422.37,-51.25,76.59,8100.16,56.10,11.19,180.01,-0.75,-5.69,459.05
2026-03-30 12:12:02,39000.00,423.20,-51.27,76.59,8119.10,56.33,11.19,179.69,-0.67,-5.55,421.09
2026-03-30 12:12:03,39000.00,422.66,-51.36,76.58,8108.42,56.29,11.17,178.30,-0.71,-5.42,532.34
2026-03-30 12:12:04,39000.00,421.26,-51.29,76.56,8092.93,56.19,11.17,179.27,-0.79,-5.56,454.24
2026-03-30 12:12:05,39000.00,421.38,-51.28,76.55,8093.30,56.22,11.18,178.80,-0.73,-5.46,481.27
2026-03-30 12:12:06,39000.00,420.77,-51.39,76.54,8085.46,56.10,11.18,178.88,-0.70,-5.28,555.03
2026-03-30 12:12:07,39000.00,422.61,-51.54,76.53,8083.49,56.32,11.19,177.79,-0.71,-5.30,438.71
2026-03-30 12:12:08,39000.00,424.05,-51.52,76.52,8075.64,56.18,11.19,176.92,-0.65,-5.23,403.65
2026-03-30 12:12:09,39000.00,424.26,-51.50,76.50,8088.70,55.98,11.20,176.49,-0.68,-5.05,288.58
2026-03-30 12:12:10,39000.00,424.60,-51.52,76.49,8089.40,56.11,11.19,177.89,-0.68,-4.94,190.28
2026-03-30 12:12:11,39000.00,425.08,-51.65,76.47,8093.12,55.88,11.19,178.13,-0.64,-5.02,254.86
2026-03-30 12:12:12,39000.00,425.69,-51.76,76.47,8090.06,55.72,11.18,178.43,-0.62,-5.10,340.76
2026-03-30 12:12:13,39000.00,424.77,-51.81,76.46,8087.62,55.75,11.17,179.18,-0.65,-5.22,286.62
2026-03-30 12:12:14,39000.00,425.30,-51.74,76.44,8101.19,55.54,11.18,177.87,-0.72,-5.24,313.30
2026-03-30 12:12:15,39000.00,423.41,-51.81,76.44,8099.25,55.62,11.19,178.77,-0.83,-5.22,228.29
2026-03-30 12:12:16,39000.00,424.80,-51.90,76.42,8114.72,55.68,11.19,179.21,-0.75,-5.19,277.24
2026-03-30 12:12:17,39000.00,424.66,-51.88,76.40,8107.11,55.74,11.21,180.09,-0.69,-5.26,225.99
2026-03-30 12:12:18,39000.00,423.75,-51.74,76.39,8125.25,55.61,11.21,181.18,-0.60,-5.13,252.10
2026-03-30 12:12:19,39000.00,423.80,-51.63,76.38,8124.08,55.82,11.23,181.03,-0.64,-5.25,251.68
2026-03-30 12:12:20,39000.00,425.18,-51.77,76.37,8113.87,55.66,11.23,181.17,-0.57,-5.30,348.89
2026-03-30 12:12:21,39000.00,424.13,-51.71,76.36,8132.27,55.80,11.24,181.30,-0.69,-5.11,245.20
2026-03-30 12:12:22,39000.00,422.15,-51.80,76.34,8152.07,55.67,11.22,181.60,-0.73,-5.03,175.51
2026-03-30 12:12:23,39000.00,423.53,-51.75,76.33,8160.55,55.58,11.21,181.93,-0.78,-4.91,144.09
2026-03-30 12:12:24,39000.00,422.07,-51.89,76.32,8154.83,55.51,11.21,181.16,-0.81,-4.81,33.48
2026-03-30 12:12:25,38999.76,423.01,-51.89,76.31,8149.21,55.70,11.22,180.30,-0.72,-4.86,-14.16
2026-03-30 12:12:26,38998.20,424.41,-51.79,76.30,8134.35,55.69,11.23,179.37,-0.72,-4.75,-93.68
2026-03-30 12:12:27,38998.63,425.19,-51.79,76.30,8114.58,55.56,11.24,179.53,-0.65,-4.83,25.62
2026-03-30 12:12:28,38999.18,425.77,-51.87,76.28,8104.28,55.66,11.25,179.30,-0.64,-4.71,33.31
2026-03-30 12:12:29,38999.23,427.03,-51.89,76.27,8112.22,55.68,11.25,180.39,-0.54,-4.65,2.62
2026-03-30 12:12:30,38998.19,428.76,-51.90,76.26,8108.62,55.44,11.26,180.97,-0.65,-4.59,-62.19
2026-03-30 12:12:31,38995.98,430.25,-51.79,76.25,8111.80,55.64,11.27,179.67,-0.76,-4.67,-132.70
2026-03-30 12:12:32,38994.07,431.30,-51.67,76.23,8106.62,55.77,11.28,179.53,-0.80,-4.74,-114.56
2026-03-30 12:12:33,38993.31,429.35,-51.82,76.23,8103.37,55.62,11.28,178.06,-0.77,-4.76,-45.66
2026-03-30 12:12:34,38991.52,427.82,-51.69,76.22,8104.38,55.50,11.29,179.11,-0.73,-4.82,-107.22
2026-03-30 12:12:35,38989.89,428.71,-51.66,76.20,8118.15,55.60,11.30,178.61,-0.76,-4.80,-98.08
2026-03-30 12:12:36,38989.94,427.59,-51.77,76.19,8108.51,55.39,11.31,179.09,-0.74,-4.86,2.90
2026-03-30 12:12:37,38989.64,425.59,-51.87,76.18,8124.52,55.55,11.30,180.45,-0.83,-4.81,-17.58
2026-03-30 12:12:38,38989.96,424.44,-51.94,76.16,8127.91,55.49,11.32,180.85,-0.84,-4.74,19.18
2026-03-30 12:12:39,38989.04,426.36,-51.89,76.14,8137.28,55.60,11.30,182.15,-0.87,-4.65,-55.37
2026-03-30 12:12:40,38987.51,426.52,-51.99,76.12,8129.44,55.84,11.31,180.90,-0.86,-4.71,-92.02
2026-03-30 12:12:41,38986.66,427.17,-51.86,76.11,8120.16,55.81,11.30,179.95,-0.84,-4.56,-51.05
2026-03-30 12:12:42,38984.95,427.48,-51.71,76.10,8102.71,55.58,11.31,179.57,-0.77,-4.38,-102.33
2026-03-30 12:12:43,38982.96,427.87,-51.59,76.09,8099.21,55.59,11.30,179.86,-0.75,-4.55,-119.56
2026-03-30 12:12:44,38981.89,426.92,-51.47,76.08,8085.09,55.43,11.31,179.98,-0.85,-4.49,-63.87
2026-03-30 12:12:45,38979.04,427.04,-51.37,76.06,8097.06,55.63,11.30,180.46,-0.79,-4.62,-171.02
2026-03-30 12:12:46,38974.46,426.34,-51.47,76.05,8091.88,55.82,11.29,180.45,-0.78,-4.74,-275.19
2026-03-30 12:12:47,38971.76,424.97,-51.42,76.04,8097.06,55.90,11.31,179.14,-0.69,-4.87,-161.89
2026-03-30 12:12:48,38968.99,423.68,-51.47,76.04,8083.12,55.84,11.32,179.61,-0.77,-4.68,-166.08
2026-03-30 12:12:49,38966.76,424.43,-51.35,76.03,8079.60,55.60,11.31,179.29,-0.79,-4.80,-133.76
2026-03-30 12:12:50,38965.84,424.59,-51.39,76.02,8080.57,55.83,11.31,179.48,-0.73,-4.61,-55.52
2026-03-30 12:12:51,38963.64,424.78,-51.43,76.01,8095.64,55.64,11.30,178.94,-0.69,-4.74,-131.59
2026-03-30 12:12:52,38962.52,423.89,-51.53,75.99,8101.67,55.45,11.28,177.66,-0.64,-4.82,-67.34
2026-03-30 12:12:53,38960.18,423.65,-51.39,75.97,8108.81,55.23,11.28,178.91,-0.70,-4.86,-140.49
2026-03-30 12:12:54,38959.16,422.62,-51.37,75.95,8128.09,55.32,11.26,179.79,-0.69,-4.68,-61.02
2026-03-30 12:12:55,38958.18,423.60,-51.40,75.94,8122.74,55.26,11.27,179.46,-0.77,-4.60,-59.13
2026-03-30 12:12:56,38956.60,423.91,-51.52,75.93,8113.94,55.27,11.28,180.43,-0.72,-4.70,-94.61
2026-03-30 12:12:57,38956.36,422.05,-51.64,75.92,8113.60,55.50,11.29,179.64,-0.63,-4.61,-14.55
2026-03-30 12:12:58,38954.83,422.75,-51.77,75.91,8096.49,55.72,11.28,180.75,-0.61,-4.51,-91.94
2026-03-30 12:12:59,38952.79,423.29,-51.89,75.90,8092.19,55.80,11.27,179.49,-0.72,-4.54,-122.03
2026-03-30 12:13:00,38950.13,425.08,-51.82,75.89,8081.53,55.62,11.27,180.75,-0.65,-4.44,-159.94
2026-03-30 12:13:01,38948.02,423.56,-51.81,75.88,8070.84,55.62,11.27,182.22,-0.64,-4.56,-126.27
2026-03-30 12:13:02,38946.04,422.28,-51.93,75.88,8056.22,55.62,11.27,182.69,-0.70,-4.53,-118.95
2026-03-30 12:13:03,38943.83,420.37,-51.79,75.86,8067.72,55.49,11.27,183.35,-0.76,-4.44,-132.27
2026-03-30 12:13:04,38941.13,420.07,-51.69,75.84,8053.43,55.41,11.25,183.43,-0.72,-4.39,-161.97
2026-03-30 12:13:05,38938.45,421.66,-51.82,75.82,8073.26,55.58,11.25,184.31,-0.82,-4.42,-161.38
2026-03-30 12:13:06,38934.29,421.69,-51.67,75.82,8063.62,55.74,11.26,183.02,-0.87,-4.37,-249.54
2026-03-30 12:13:07,38929.80,420.00,-51.53,75.80,8068.46,55.99,11.26,183.14,-0.97,-4.21,-269.07
2026-03-30 12:13:08,38926.64,420.26,-51.58,75.79,8071.51,55.92,11.24,182.96,-0.96,-4.22,-189.86
2026-03-30 12:13:09,38923.06,420.00,-51.52,75.78,8055.97,56.09,11.23,181.49,-0.99,-4.27,-214.71
2026-03-30 12:13:10,38921.20,421.89,-51.53,75.77,8037.49,56.29,11.23,182.89,-0.99,-4.46,-111.75
2026-03-30 12:13:11,38917.91,421.85,-51.49,75.76,8044.54,56.24,11.25,183.76,-0.92,-4.31,-196.95
2026-03-30 12:13:12,38915.12,420.22,-51.58,75.74,8040.70,56.33,11.26,183.08,-0.93,-4.49,-167.74
2026-03-30 12:13:13,38911.05,420.44,-51.43,75.72,8035.88,56.15,11.24,183.54,-1.02,-4.37,-243.97
2026-03-30 12:13:14,38908.55,420.00,-51.49,75.70,8021.81,56.01,11.23,183.99,-1.04,-4.37,-149.84
2026-03-30 12:13:15,38905.25,421.99,-51.56,75.69,8039.13,55.93,11.24,185.21,-1.09,-4.40,-198.33
2026-03-30 12:13:16,38903.46,422.54,-51.66,75.68,8022.46,56.15,11.24,184.40,-1.19,-4.59,-107.51
2026-03-30 12:13:17,38902.55,420.80,-51.62,75.67,8029.73,56.32,11.26,185.25,-1.21,-4.49,-54.31
2026-03-30 12:13:18,38903.13,421.15,-51.68,75.67,8046.79,56.26,11.24,185.73,-1.20,-4.34,34.47
2026-03-30 12:13:19,38902.24,420.37,-51.70,75.66,8039.01,56.50,11.24,185.53,-1.13,-4.42,-53.10
2026-03-30 12:13:20,38901.85,420.20,-51.62,75.64,8053.64,56.26,11.23,186.73,-1.08,-4.51,-23.76
2026-03-30 12:13:21,38899.72,421.18,-51.63,75.63,8044.05,56.37,11.24,185.47,-1.12,-4.55,-127.75
2026-03-30 12:13:22,38896.34,421.93,-51.55,75.62,8029.79,56.58,11.22,185.48,-1.07,-4.73,-202.57
2026-03-30 12:13:23,38892.69,421.74,-51.55,75.61,8045.57,56.37,11.20,186.16,-1.13,-4.63,-218.93
2026-03-30 12:13:24,38888.80,420.71,-51.52,75.59,8061.36,56.13,11.20,184.87,-1.16,-4.67,-233.76
2026-03-30 12:13:25,38885.36,420.11,-51.50,75.58,8077.01,56.09,11.20,184.08,-1.22,-4.59,-206.30
2026-03-30 12:13:26,38880.13,420.56,-51.40,75.57,8057.19,55.97,11.18,185.15,-1.22,-4.58,-313.87
2026-03-30 12:13:27,38874.88,420.00,-51.32,75.56,8063.32,56.13,11.17,184.03,-1.30,-4.65,-314.52
2026-03-30 12:13:28,38869.05,420.00,-51.38,75.55,8062.14,56.26,11.16,182.70,-1.37,-4.72,-350.05
2026-03-30 12:13:29,38864.46,420.12,-51.48,75.55,8047.92,56.28,11.18,183.19,-1.38,-4.85,-275.62
2026-03-30 12:13:30,38858.17,420.99,-51.44,75.54,8030.65,56.46,11.17,184.59,-1.42,-4.82,-377.47
2026-03-30 12:13:31,38851.10,421.57,-51.51,75.53,8032.31,56.45,11.18,186.04,-1.46,-4.82,-423.73
2026-03-30 12:13:32,38844.00,423.13,-51.45,75.51,8029.51,56.52,11.16,187.02,-1.34,-4.64,-426.31
2026-03-30 12:13:33,38836.38,422.07,-51.47,75.49,8028.86,56.53,11.16,186.72,-1.42,-4.69,-457.33
2026-03-30 12:13:34,38829.25,423.31,-51.59,75.48,8009.40,56.48,11.17,187.28,-1.46,-4.80,-427.44
2026-03-30 12:13:35,38822.53,423.14,-51.52,75.47,8019.17,56.62,11.19,187.02,-1.36,-4.81,-403.54
2026-03-30 12:13:36,38816.23,424.81,-51.57,75.47,8007.54,56.50,11.17,187.15,-1.40,-4.88,-377.61
2026-03-30 12:13:37,38810.17,423.04,-51.47,75.46,7991.02,56.37,11.18,186.17,-1.45,-4.80,-363.74
2026-03-30 12:13:38,38803.86,424.52,-51.57,75.45,7997.49,56.22,11.17,185.59,-1.46,-4.97,-378.46
2026-03-30 12:13:39,38798.26,423.92,-51.44,75.45,7997.15,56.05,11.18,185.52,-1.45,-4.90,-336.16
2026-03-30 12:13:40,38792.74,424.38,-51.50,75.44,7983.35,55.86,11.18,185.37,-1.54,-4.84,-330.98
2026-03-30 12:13:41,38789.00,425.09,-51.43,75.43,7974.45,55.73,11.18,186.77,-1.57,-4.80,-224.49
2026-03-30 12:13:42,38785.70,426.60,-51.47,75.42,7965.23,55.83,11.18,185.78,-1.48,-4.62,-198.31
2026-03-30 12:13:43,38781.74,424.78,-51.43,75.41,7961.20,56.07,11.19,185.07,-1.59,-4.79,-237.39
2026-03-30 12:13:44,38776.61,424.78,-51.43,75.40,7956.32,55.92,11.21,184.28,-1.69,-4.80,-307.63
2026-03-30 12:13:45,38772.90,424.92,-51.51,75.40,7942.91,56.09,11.22,184.16,-1.75,-4.79,-222.97
2026-03-30 12:13:46,38771.04,424.81,-51.55,75.38,7946.09,55.91,11.23,183.16,-1.85,-4.78,-111.25
2026-03-30 12:13:47,38769.75,423.43,-51.46,75.36,7942.15,56.04,11.25,182.24,-1.83,-4.90,-77.78
2026-03-30 12:13:48,38766.52,424.28,-51.57,75.35,7943.34,55.92,11.24,182.49,-1.72,-5.08,-193.85
2026-03-30 12:13:49,38764.32,424.61,-51.46,75.35,7950.78,55.71,11.23,181.74,-1.69,-5.00,-131.95
2026-03-30 12:13:50,38761.88,423.09,-51.45,75.33,7932.32,55.89,11.24,182.38,-1.58,-4.86,-146.03
2026-03-30 12:13:51,38759.49,422.15,-51.36,75.33,7939.05,55.66,11.25,181.05,-1.63,-4.73,-143.34
2026-03-30 12:13:52,38757.35,422.44,-51.28,75.32,7938.92,55.62,11.26,181.88,-1.68,-4.77,-128.47
2026-03-30 12:13:53,38753.71,423.11,-51.15,75.31,7930.99,55.46,11.25,181.51,-1.64,-4.79,-218.31
2026-03-30 12:13:54,38750.35,422.48,-51.12,75.31,7935.81,55.41,11.27,182.33,-1.70,-4.98,-201.93
2026-03-30 12:13:55,38745.23,421.99,-51.08,75.29,7918.70,55.60,11.28,183.06,-1.74,-4.87,-306.94
2026-03-30 12:13:56,38738.78,423.81,-51.03,75.28,7937.55,55.39,11.26,181.59,-1.84,-4.87,-387.23
2026-03-30 12:13:57,38734.02,423.94,-51.15,75.26,7935.04,55.32,11.27,181.18,-1.89,-4.70,-285.43
2026-03-30 12:13:58,38727.41,425.06,-51.10,75.25,7938.60,55.41,11.26,181.67,-1.94,-4.51,-396.58
2026-03-30 12:13:59,38721.93,426.75,-51.16,75.23,7934.84,55.33,11.25,182.01,-2.03,-4.70,-328.82
2026-03-30 12:14:00,38714.51,428.08,-51.27,75.23,7926.28,55.45,11.24,183.30,-1.96,-4.73,-445.15
2026-03-30 12:14:01,38707.02,427.83,-51.24,75.21,7941.01,55.52,11.22,181.97,-1.97,-4.67,-449.32
2026-03-30 12:14:02,38700.43,429.51,-51.28,75.20,7953.18,55.61,11.22,182.43,-1.97,-4.57,-395.48
2026-03-30 12:14:03,38692.28,430.20,-51.28,75.18,7948.58,55.59,11.21,183.16,-1.94,-4.61,-489.20
2026-03-30 12:14:04,38686.02,431.76,-51.33,75.18,7933.23,55.83,11.21,183.73,-1.98,-4.67,-375.77
2026-03-30 12:14:05,38680.55,431.41,-51.22,75.17,7940.96,55.63,11.21,182.57,-2.03,-4.78,-328.04
2026-03-30 12:14:06,38673.26,433.06,-51.36,75.16,7928.91,55.45,11.20,182.55,-2.10,-4.96,-437.61
2026-03-30 12:14:07,38664.64,432.85,-51.49,75.15,7925.77,55.61,11.20,182.20,-2.11,-5.12,-517.18
2026-03-30 12:14:08,38657.07,432.52,-51.52,75.14,7909.42,55.78,11.20,181.78,-2.13,-4.94,-454.05
2026-03-30 12:14:09,38651.27,433.47,-51.55,75.13,7927.22,55.65,11.21,180.49,-2.16,-5.07,-348.17
2026-03-30 12:14:10,38647.09,434.21,-51.56,75.12,7918.46,55.70,11.22,179.97,-2.04,-5.18,-250.73
2026-03-30 12:14:11,38641.92,432.66,-51.69,75.10,7912.58,55.57,11.23,178.47,-2.02,-5.09,-309.75
2026-03-30 12:14:12,38634.81,430.88,-51.55,75.09,7930.39,55.62,11.24,178.03,-1.95,-5.12,-426.75
2026-03-30 12:14:13,38629.49,431.67,-51.66,75.07,7929.78,55.71,11.24,176.91,-2.04,-5.27,-319.08
